@relation pole_swing_up

@attribute sin_theta numeric
@attribute cos_theta numeric
@attribute theta_d numeric
@attribute force {NONE,RIGHT,LEFT}
@attribute class numeric

@data
0.858,0.514,4.118,NONE,0.44
0.996,0.085,4.995,NONE,-0.017
0.896,-0.444,5.892,NONE,-0.548
0.468,-0.884,6.524,NONE,-0.938
-0.175,-0.985,6.607,NONE,-0.953
-0.727,-0.686,6.082,NONE,-0.594
-0.982,-0.191,5.161,NONE,-0.091
-0.963,0.269,4.145,NONE,0.347
-0.802,0.598,3.237,NONE,0.647
-0.6,0.8,2.521,NONE,0.828
-0.482,0.876,2.189,NONE,0.896
-0.301,0.954,1.787,NONE,0.964
-0.14,0.99,1.556,NONE,0.994
0.011,1.0,1.479,NONE,0.999
0.16,0.987,1.547,NONE,0.982
0.319,0.948,1.765,NONE,0.935
0.496,0.868,2.143,NONE,0.846
0.689,0.725,2.699,NONE,0.686
0.875,0.485,3.437,NONE,0.422
0.993,0.119,4.323,NONE,0.03
0.936,-0.352,5.24,NONE,-0.45
0.603,-0.798,5.962,NONE,-0.864
0.034,-0.999,6.225,NONE,-0.996
-0.546,-0.838,5.902,NONE,-0.769
-0.905,-0.426,5.113,NONE,-0.333
-1.0,0.022,4.115,NONE,0.102
-0.927,0.374,3.126,NONE,0.43
-0.795,0.607,2.253,NONE,0.64
-0.668,0.744,1.519,NONE,0.763
-0.59,0.807,1.018,LEFT,0.819
-0.507,0.862,0.97,LEFT,0.871
-0.421,0.907,1.005,LEFT,0.916
-0.322,0.947,1.129,LEFT,0.954
-0.204,0.979,1.357,LEFT,0.984
-0.052,0.999,1.714,LEFT,1.0
0.144,0.99,2.235,LEFT,0.982
0.391,0.92,2.966,LEFT,0.895
0.678,0.735,3.954,LEFT,0.677
0.932,0.361,5.206,LEFT,0.26
0.976,-0.219,6.609,LEFT,-0.349
0.584,-0.812,7.842,LEFT,-0.894
-0.196,-0.981,8.466,LEFT,-0.933
-0.864,-0.503,8.327,LEFT,-0.354
-0.961,0.276,7.8,LEFT,0.421
-0.507,0.862,7.469,LEFT,0.928
0.221,0.975,7.745,LEFT,0.929
0.863,0.505,8.72,LEFT,0.345
0.917,-0.398,10.068,LEFT,-0.575
0.1,-0.995,11.019,LEFT,-0.993
-0.12,-0.993,11.095,RIGHT,-0.942
-0.924,-0.383,9.916,RIGHT,-0.196
-0.867,0.498,8.381,RIGHT,0.634
0.0,-1.0,0.0,LEFT,-1.0
-0.025,-1.0,0.489,LEFT,-0.999
-0.096,-0.995,0.927,LEFT,-0.993
-0.205,-0.979,1.271,LEFT,-0.973
-0.34,-0.941,1.491,LEFT,-0.93
-0.48,-0.877,1.574,LEFT,-0.862
-0.61,-0.792,1.523,LEFT,-0.773
-0.718,-0.696,1.355,LEFT,-0.676
-0.798,-0.602,1.097,LEFT,-0.585
-0.851,-0.525,0.778,LEFT,-0.512
-0.881,-0.473,0.421,LEFT,-0.466
-0.892,-0.451,0.048,LEFT,-0.451
-0.886,-0.464,-0.323,LEFT,-0.47
-0.862,-0.507,-0.676,LEFT,-0.52
-0.816,-0.578,-0.992,LEFT,-0.595
-0.746,-0.666,-1.248,LEFT,-0.685
-0.65,-0.76,-1.42,LEFT,-0.778
-0.533,-0.846,-1.487,LEFT,-0.862
-0.403,-0.915,-1.431,LEFT,-0.926
-0.276,-0.961,-1.249,LEFT,-0.968
-0.23,-0.973,-1.143,LEFT,-0.978
-0.133,-0.991,-0.808,LEFT,-0.993
-0.117,-0.993,-0.731,RIGHT,-0.995
-0.016,-1.0,-1.291,RIGHT,-1.0
0.135,-0.991,-1.72,RIGHT,-0.985
0.317,-0.948,-1.982,RIGHT,-0.935
0.502,-0.865,-2.059,RIGHT,-0.843
0.666,-0.746,-1.964,RIGHT,-0.72
0.792,-0.61,-1.728,RIGHT,-0.583
0.877,-0.48,-1.391,RIGHT,-0.456
0.929,-0.371,-0.991,RIGHT,-0.354
0.954,-0.299,-0.559,RIGHT,-0.288
0.964,-0.266,-0.115,RIGHT,-0.265
0.963,-0.271,0.24,NONE,-0.277
0.941,-0.338,1.169,NONE,-0.362
0.875,-0.485,2.047,NONE,-0.522
0.731,-0.683,2.817,NONE,-0.723
0.486,-0.874,3.391,NONE,-0.905
0.151,-0.989,3.673,NONE,-0.997
-0.214,-0.977,3.605,NONE,-0.959
-0.529,-0.849,3.2,NONE,-0.813
-0.749,-0.663,2.536,NONE,-0.625
-0.872,-0.489,1.713,NONE,-0.46
-0.927,-0.375,0.814,NONE,-0.361
-0.94,-0.341,-0.107,NONE,-0.345
-0.919,-0.394,-1.015,NONE,-0.414
-0.852,-0.523,-1.873,NONE,-0.556
-0.714,-0.701,-2.625,NONE,-0.738
-0.481,-0.877,-3.189,NONE,-0.906
-0.165,-0.986,-3.478,NONE,-0.995
-0.027,-1.0,-3.501,NONE,-0.999
0.312,-0.95,-3.324,NONE,-0.927
0.588,-0.809,-2.845,NONE,-0.775
0.77,-0.637,-2.146,NONE,-0.605
0.869,-0.494,-1.32,NONE,-0.473
0.909,-0.416,-0.436,NONE,-0.41
0.909,-0.417,0.458,NONE,-0.427
0.868,-0.497,1.323,NONE,-0.521
0.769,-0.639,2.114,NONE,-0.672
0.591,-0.806,2.763,NONE,-0.838
0.326,-0.945,3.19,NONE,-0.964
0.005,-1.0,3.322,NONE,-0.998
-0.315,-0.949,3.134,NONE,-0.928
-0.575,-0.818,2.662,NONE,-0.787
-0.749,-0.663,1.983,NONE,-0.634
-0.844,-0.536,1.181,NONE,-0.517
-0.882,-0.471,0.323,NONE,-0.467
-0.877,-0.48,-0.541,NONE,-0.491
-0.827,-0.562,-1.37,NONE,-0.586
-0.744,-0.668,-1.976,RIGHT,-0.699
-0.551,-0.834,-3.095,RIGHT,-0.868
-0.227,-0.974,-3.952,RIGHT,-0.989
0.192,-0.981,-4.431,RIGHT,-0.96
0.525,-0.851,-4.511,RIGHT,-0.8
0.839,-0.544,-4.285,RIGHT,-0.471
0.986,-0.167,-3.837,RIGHT,-0.092
0.982,0.189,-3.326,RIGHT,0.253
0.878,0.478,-2.878,RIGHT,0.528
0.718,0.696,-2.565,NONE,0.731
0.546,0.838,-1.925,NONE,0.858
0.399,0.917,-1.448,NONE,0.928
0.28,0.96,-1.105,NONE,0.966
0.185,0.983,-0.869,NONE,0.986
0.107,0.994,-0.72,NONE,0.996
0.039,0.999,-0.642,NONE,1.0
-0.024,1.0,-0.628,NONE,0.999
-0.088,0.996,-0.676,NONE,0.995
-0.16,0.987,-0.789,NONE,0.984
-0.246,0.969,-0.978,NONE,0.964
-0.351,0.936,-1.258,NONE,0.927
-0.483,0.876,-1.65,NONE,0.859
-0.64,0.769,-2.179,NONE,0.739
-0.81,0.586,-2.865,NONE,0.537
-0.956,0.294,-3.702,NONE,0.221
-0.993,-0.118,-4.629,NONE,-0.211
-0.869,-0.494,-5.33,NONE,-0.585
-0.468,-0.884,-5.95,NONE,-0.933
0.118,-0.993,-6.067,NONE,-0.971
0.65,-0.76,-5.617,NONE,-0.683
0.942,-0.336,-4.763,NONE,-0.246
0.996,0.084,-3.754,NONE,0.157
0.917,0.398,-2.778,NONE,0.447
0.8,0.6,-1.913,NONE,0.629
0.699,0.715,-1.166,NONE,0.73
0.637,0.771,-0.506,NONE,0.776
0.622,0.783,0.109,NONE,0.781
0.654,0.756,0.727,NONE,0.746
0.73,0.684,1.391,NONE,0.662
0.771,0.637,1.679,NONE,0.61
0.885,0.466,2.469,NONE,0.42
0.981,0.193,3.358,NONE,0.125
0.982,-0.187,4.294,NONE,-0.273
0.789,-0.614,5.134,NONE,-0.693
0.358,-0.934,5.659,NONE,-0.968
-0.204,-0.979,5.679,NONE,-0.95
-0.684,-0.73,5.175,NONE,-0.657
-0.942,-0.336,4.312,NONE,-0.255
-0.999,0.039,3.31,NONE,0.103
-0.949,0.315,2.322,NONE,0.357
-0.875,0.485,1.41,NONE,0.508
-0.823,0.569,0.572,NONE,0.577
-0.813,0.582,-0.228,NONE,0.578
-0.848,0.53,-1.032,NONE,0.511
-0.916,0.402,-1.879,NONE,0.366
-0.984,0.18,-2.789,NONE,0.123
-0.989,-0.145,-3.732,NONE,-0.22
-0.846,-0.534,-4.605,NONE,-0.61
-0.491,-0.871,-5.228,NONE,-0.918
-0.085,-0.996,-5.415,NONE,-1.0
0.434,-0.901,-5.185,NONE,-0.852
0.806,-0.593,-4.512,NONE,-0.519
0.974,-0.226,-3.584,NONE,-0.158
0.997,0.08,-2.579,NONE,0.129
0.959,0.285,-1.598,NONE,0.313
0.92,0.391,-0.668,NONE,0.402
0.911,0.413,0.051,RIGHT,0.412
0.92,0.391,0.444,RIGHT,0.382
0.944,0.33,0.85,RIGHT,0.314
0.973,0.229,1.279,RIGHT,0.203
0.997,0.081,1.731,RIGHT,0.045
0.999,0.045,1.823,LEFT,0.005
0.978,-0.209,3.272,LEFT,-0.275
0.822,-0.57,4.63,LEFT,-0.646
0.429,-0.903,5.712,LEFT,-0.947
-0.161,-0.987,6.292,LEFT,-0.959
-0.714,-0.701,6.285,LEFT,-0.606
-0.986,-0.165,5.863,LEFT,-0.05
-0.923,0.384,5.346,LEFT,0.479
-0.614,0.789,5.026,LEFT,0.847
-0.158,0.987,5.088,LEFT,0.998
0.364,0.931,5.634,LEFT,0.884
0.833,0.554,6.672,NONE,0.436
0.993,-0.122,7.533,NONE,-0.271
0.609,-0.793,8.285,NONE,-0.883
-0.186,-0.982,8.422,NONE,-0.938
-0.844,-0.536,7.801,NONE,-0.401
-0.987,0.163,6.788,NONE,0.293
-0.7,0.714,5.873,NONE,0.79
-0.217,0.976,5.359,NONE,0.994
0.307,0.952,5.351,NONE,0.913
0.763,0.646,5.831,NONE,0.552
0.997,0.081,6.657,NONE,-0.055
0.808,-0.589,7.512,NONE,-0.704
0.163,-0.987,7.938,NONE,-1.0
-0.582,-0.813,7.64,NONE,-0.716
-0.975,-0.223,6.766,NONE,-0.092
-0.921,0.389,5.744,NONE,0.49
-0.597,0.802,4.932,NONE,0.856
-0.171,0.985,4.505,NONE,0.997
0.007,1.0,4.455,LEFT,0.995
0.097,0.995,4.556,NONE,0.982
0.533,0.846,4.822,NONE,0.79
0.879,0.477,5.475,NONE,0.376
0.996,-0.094,6.361,NONE,-0.222
0.716,-0.698,7.168,NONE,-0.794
0.059,-0.998,7.494,NONE,-0.996
-0.627,-0.779,7.126,NONE,-0.683
-0.975,-0.22,6.239,NONE,-0.099
-0.991,0.133,5.619,RIGHT,0.241
-0.813,0.582,4.173,RIGHT,0.646
-0.56,0.829,2.964,RIGHT,0.859
-0.341,0.94,2.003,RIGHT,0.952
-0.186,0.983,1.234,RIGHT,0.987
-0.097,0.995,0.591,RIGHT,0.996
-0.067,0.998,0.013,RIGHT,0.998
-0.094,0.996,-0.559,RIGHT,0.994
-0.179,0.984,-1.179,RIGHT,0.979
-0.328,0.945,-1.907,NONE,0.931
-0.516,0.857,-2.298,NONE,0.831
-0.717,0.697,-2.877,NONE,0.654
-0.902,0.432,-3.641,NONE,0.364
-0.999,0.038,-4.543,NONE,-0.054
-0.895,-0.446,-5.443,NONE,-0.542
-0.504,-0.864,-6.094,NONE,-0.919
0.092,-0.996,-6.242,NONE,-0.976
0.644,-0.765,-5.805,NONE,-0.686
0.946,-0.325,-4.949,NONE,-0.232
0.994,0.114,-3.937,NONE,0.189
0.897,0.442,-2.969,LEFT,0.492
0.773,0.634,-1.63,LEFT,0.657
0.705,0.709,-0.402,LEFT,0.713
0.719,0.695,0.787,LEFT,0.682
0.809,0.588,2.016,LEFT,0.553
0.935,0.354,3.344,LEFT,0.288
0.999,-0.043,4.762,LEFT,-0.141
0.831,-0.556,6.131,LEFT,-0.655
0.308,-0.951,7.151,LEFT,-0.986
-0.414,-0.91,7.526,LEFT,-0.838
-0.921,-0.39,7.264,LEFT,-0.253
-0.955,0.295,6.735,LEFT,0.42
-0.579,0.815,6.391,LEFT,0.882
0.024,1.0,6.544,LEFT,0.988
0.414,0.91,6.933,LEFT,0.843
0.922,0.388,8.039,LEFT,0.234
0.89,-0.456,9.401,LEFT,-0.616
0.104,-0.995,10.339,LEFT,-0.995
-0.807,-0.591,10.356,LEFT,-0.414
-0.93,0.368,9.823,LEFT,0.542
-0.226,0.974,9.613,LEFT,0.999
0.687,0.726,10.256,LEFT,0.569
0.962,-0.272,11.544,LEFT,-0.487
0.085,-0.996,12.515,LEFT,-0.986
-0.921,-0.391,12.416,LEFT,-0.153
-0.687,0.726,11.894,LEFT,0.867
0.42,0.908,12.123,LEFT,0.779
0.0,-1.0,0.0,NONE,-1.0
0.0,-1.0,0.0,NONE,-1.0
0.0,-1.0,0.0,NONE,-1.0
0.0,-1.0,0.0,NONE,-1.0
0.0,-1.0,0.0,NONE,-1.0
0.0,-1.0,0.0,NONE,-1.0
0.0,-1.0,0.0,NONE,-1.0
0.0,-1.0,0.0,NONE,-1.0
0.0,-1.0,0.0,NONE,-1.0
0.0,-1.0,0.0,NONE,-1.0
0.0,-1.0,0.0,NONE,-1.0
0.0,-1.0,0.0,NONE,-1.0
0.0,-1.0,0.0,NONE,-1.0
0.0,-1.0,0.0,NONE,-1.0
0.0,-1.0,0.0,NONE,-1.0
0.0,-1.0,0.0,LEFT,-1.0
-0.025,-1.0,0.489,LEFT,-0.999
-0.096,-0.995,0.927,LEFT,-0.993
-0.205,-0.979,1.271,LEFT,-0.973
-0.34,-0.941,1.491,LEFT,-0.93
-0.48,-0.877,1.574,LEFT,-0.862
-0.61,-0.792,1.523,LEFT,-0.773
-0.718,-0.696,1.355,LEFT,-0.676
-0.798,-0.602,1.097,LEFT,-0.585
-0.851,-0.525,0.778,LEFT,-0.512
-0.881,-0.473,0.421,LEFT,-0.466
-0.892,-0.451,0.048,LEFT,-0.451
-0.886,-0.464,-0.323,LEFT,-0.47
-0.878,-0.478,-0.468,NONE,-0.488
-0.832,-0.554,-1.301,NONE,-0.577
-0.727,-0.686,-2.054,NONE,-0.716
-0.546,-0.838,-2.662,NONE,-0.866
-0.287,-0.958,-3.046,NONE,-0.974
0.022,-1.0,-3.146,NONE,-0.996
0.323,-0.946,-2.944,NONE,-0.926
0.566,-0.824,-2.474,NONE,-0.796
0.73,-0.684,-1.811,NONE,-0.658
0.82,-0.573,-1.033,NONE,-0.558
0.853,-0.521,-0.203,NONE,-0.519
0.842,-0.54,0.629,NONE,-0.551
0.782,-0.623,1.419,NONE,-0.646
0.66,-0.751,2.113,LEFT,-0.78
0.44,-0.898,3.136,LEFT,-0.924
0.102,-0.995,3.875,LEFT,-1.0
-0.302,-0.953,4.238,LEFT,-0.924
-0.668,-0.744,4.213,LEFT,-0.685
-0.908,-0.419,3.887,LEFT,-0.348
-0.998,-0.066,3.405,LEFT,0.0
-0.969,0.246,2.902,LEFT,0.301
-0.87,0.493,2.47,LEFT,0.535
-0.734,0.679,2.159,LEFT,0.71
-0.579,0.815,1.994,LEFT,0.837
-0.408,0.913,1.989,LEFT,0.929
-0.212,0.977,2.162,LEFT,0.986
0.019,1.0,2.54,LEFT,0.997
0.297,0.955,3.163,LEFT,0.933
0.614,0.789,4.072,LEFT,0.735
0.854,0.52,5.015,LEFT,0.43
1.0,-0.022,6.389,LEFT,-0.152
0.746,-0.666,7.715,LEFT,-0.774
0.023,-1.0,8.538,LEFT,-0.989
-0.744,-0.669,8.575,LEFT,-0.532
-0.995,0.103,8.085,LEFT,0.261
-0.631,0.776,7.668,LEFT,0.863
0.085,0.996,7.809,LEFT,0.971
0.785,0.619,8.673,LEFT,0.472
0.965,-0.262,10.003,LEFT,-0.451
0.244,-0.97,11.058,LEFT,-1.0
-0.766,-0.643,11.161,LEFT,-0.458
-0.924,0.383,10.63,LEFT,0.568
-0.13,0.992,10.456,LEFT,0.997
0.81,0.586,11.213,LEFT,0.388
0.847,-0.531,12.517,LEFT,-0.727
-0.283,-0.959,13.216,LEFT,-0.852
-1.0,0.025,12.847,LEFT,0.277
-0.281,0.96,12.496,LEFT,0.999
0.835,0.55,13.179,LEFT,0.31
0.697,-0.717,14.44,LEFT,-0.887
-0.648,-0.762,14.825,LEFT,-0.54
-0.83,0.557,14.292,LEFT,0.768
0.43,0.903,14.41,LEFT,0.742
0.933,-0.361,15.586,LEFT,-0.631
-0.392,-0.92,16.271,LEFT,-0.747
0.0,-1.0,0.0,RIGHT,-1.0
0.025,-1.0,-0.489,RIGHT,-0.999
0.096,-0.995,-0.927,LEFT,-0.994
0.157,-0.988,-0.291,LEFT,-0.987
0.153,-0.988,0.365,LEFT,-0.989
0.085,-0.996,0.981,LEFT,-0.998
-0.039,-0.999,1.495,LEFT,-0.998
-0.207,-0.978,1.861,LEFT,-0.97
-0.395,-0.919,2.047,LEFT,-0.902
-0.574,-0.819,2.05,LEFT,-0.795
-0.724,-0.69,1.891,LEFT,-0.662
-0.834,-0.552,1.607,LEFT,-0.526
-0.892,-0.451,1.317,LEFT,-0.428
-0.937,-0.349,0.907,LEFT,-0.333
-0.959,-0.283,0.47,LEFT,-0.275
-0.966,-0.26,0.023,LEFT,-0.26
-0.96,-0.279,-0.42,LEFT,-0.288
-0.941,-0.339,-0.846,LEFT,-0.356
-0.91,-0.414,-1.165,NONE,-0.437
-0.833,-0.553,-2.008,NONE,-0.587
-0.679,-0.734,-2.732,NONE,-0.771
-0.43,-0.903,-3.254,NONE,-0.929
-0.105,-0.994,-3.486,NONE,-0.999
0.239,-0.971,-3.385,NONE,-0.953
0.533,-0.846,-2.968,NONE,-0.814
0.736,-0.677,-2.313,NONE,-0.644
0.851,-0.525,-1.509,NONE,-0.5
0.903,-0.43,-0.635,NONE,-0.42
0.911,-0.413,0.259,NONE,-0.419
0.88,-0.475,1.133,NONE,-0.497
0.796,-0.605,1.943,NONE,-0.637
0.637,-0.771,2.63,NONE,-0.804
0.391,-0.92,3.111,NONE,-0.943
0.078,-0.997,3.312,NONE,-1.0
-0.248,-0.969,3.195,NONE,-0.951
-0.524,-0.852,2.781,NONE,-0.822
-0.569,-0.822,2.668,RIGHT,-0.792
-0.728,-0.685,1.502,RIGHT,-0.665
-0.785,-0.62,0.244,RIGHT,-0.617
-0.761,-0.649,-1.016,RIGHT,-0.666
-0.646,-0.763,-2.197,RIGHT,-0.792
-0.417,-0.909,-3.201,RIGHT,-0.934
-0.072,-0.997,-3.913,RIGHT,-1.0
0.333,-0.943,-4.245,RIGHT,-0.911
0.692,-0.722,-4.193,RIGHT,-0.662
0.92,-0.392,-3.85,RIGHT,-0.321
0.999,-0.041,-3.362,RIGHT,0.025
0.964,0.266,-2.862,RIGHT,0.32
0.861,0.509,-2.437,RIGHT,0.549
0.835,0.55,-2.366,LEFT,0.586
0.73,0.684,-1.087,LEFT,0.698
0.695,0.719,0.11,LEFT,0.715
0.745,0.667,1.302,LEFT,0.646
0.858,0.513,2.564,LEFT,0.466
0.977,0.213,3.935,LEFT,0.133
0.989,-0.146,5.078,RIGHT,-0.246
0.782,-0.623,5.415,RIGHT,-0.704
0.345,-0.938,5.428,RIGHT,-0.97
-0.17,-0.985,4.96,RIGHT,-0.964
-0.584,-0.812,4.031,RIGHT,-0.764
-0.823,-0.568,2.794,RIGHT,-0.523
-0.924,-0.383,1.408,RIGHT,-0.36
-0.948,-0.319,-0.02,RIGHT,-0.321
-0.922,-0.387,-1.434,RIGHT,-0.415
-0.821,-0.571,-2.775,RIGHT,-0.618
-0.585,-0.811,-3.943,RIGHT,-0.856
-0.184,-0.983,-4.788,RIGHT,-0.996
0.312,-0.95,-5.177,RIGHT,-0.913
0.741,-0.671,-5.097,RIGHT,-0.593
0.97,-0.243,-4.69,RIGHT,-0.151
0.98,0.197,-4.174,RIGHT,0.277
0.829,0.559,-3.737,RIGHT,0.618
0.579,0.815,-3.505,RIGHT,0.854
0.398,0.918,-3.496,RIGHT,0.943
0.265,0.964,-3.552,NONE,0.981
-0.078,0.997,-3.426,NONE,0.989
-0.349,0.937,-3.566,RIGHT,0.909
-0.688,0.726,-4.534,RIGHT,0.659
-0.956,0.292,-5.801,RIGHT,0.178
-0.938,-0.346,-7.199,RIGHT,-0.479
-0.423,-0.906,-7.854,RIGHT,-0.964
0.411,-0.912,-7.854,RIGHT,-0.826
0.96,-0.278,-7.854,RIGHT,-0.114
0.86,0.511,-7.854,RIGHT,0.639
0.253,0.967,-7.77,RIGHT,0.995
-0.516,0.857,-7.854,RIGHT,0.758
-0.99,0.139,-7.854,RIGHT,-0.053
-0.639,-0.77,-7.854,NONE,-0.889
0.387,-0.922,-7.854,NONE,-0.818
0.992,-0.129,-7.854,NONE,0.068
0.685,0.729,-7.854,NONE,0.839
-0.119,0.993,-7.854,NONE,0.958
-0.838,0.545,-7.854,NONE,0.384
-0.933,-0.359,-7.854,NONE,-0.536
-0.185,-0.983,-7.854,NONE,-1.0
0.743,-0.669,-7.854,NONE,-0.51
0.977,0.213,-7.854,NONE,0.382
0.486,0.874,-7.854,NONE,0.941
0.0,-1.0,0.0,LEFT,-1.0
-0.025,-1.0,0.489,LEFT,-0.999
-0.096,-0.995,0.927,LEFT,-0.993
-0.158,-0.987,1.146,NONE,-0.984
-0.261,-0.965,0.929,NONE,-0.961
-0.335,-0.942,0.627,NONE,-0.938
-0.377,-0.926,0.271,NONE,-0.924
-0.384,-0.923,-0.106,NONE,-0.924
-0.358,-0.934,-0.47,NONE,-0.937
-0.298,-0.955,-0.787,NONE,-0.959
-0.209,-0.978,-1.029,NONE,-0.982
-0.146,-0.989,-1.127,NONE,-0.992
-0.029,-1.0,-1.202,NONE,-1.0
0.09,-0.996,-1.159,NONE,-0.994
0.198,-0.98,-1.006,NONE,-0.976
0.285,-0.959,-0.758,NONE,-0.954
0.342,-0.94,-0.443,NONE,-0.937
0.367,-0.93,-0.09,NONE,-0.93
0.358,-0.934,0.267,NONE,-0.936
0.318,-0.948,0.596,NONE,-0.952
0.247,-0.969,0.868,NONE,-0.973
0.152,-0.988,1.055,NONE,-0.991
0.042,-0.999,1.14,NONE,-1.0
-0.072,-0.997,1.114,NONE,-0.996
-0.177,-0.984,0.98,NONE,-0.981
-0.262,-0.965,0.755,NONE,-0.961
-0.32,-0.947,0.461,NONE,-0.945
-0.328,-0.945,0.397,NONE,-0.942
-0.35,-0.937,0.059,NONE,-0.937
-0.34,-0.941,-0.28,NONE,-0.943
-0.298,-0.955,-0.59,NONE,-0.958
-0.229,-0.974,-0.843,NONE,-0.977
-0.136,-0.991,-1.014,NONE,-0.993
-0.031,-1.0,-1.086,NONE,-1.0
0.077,-0.997,-1.052,NONE,-0.995
0.176,-0.984,-0.917,NONE,-0.981
0.255,-0.967,-0.697,NONE,-0.964
0.267,-0.964,-0.644,NONE,-0.96
0.316,-0.949,-0.351,NONE,-0.947
0.334,-0.943,-0.028,NONE,-0.943
0.321,-0.947,0.294,NONE,-0.949
0.279,-0.96,0.585,NONE,-0.964
0.21,-0.978,0.82,NONE,-0.981
0.121,-0.993,0.974,NONE,-0.995
0.02,-1.0,1.034,NONE,-1.0
-0.082,-0.997,0.993,NONE,-0.995
-0.175,-0.985,0.856,NONE,-0.982
-0.248,-0.969,0.64,NONE,-0.966
-0.297,-0.955,0.366,NONE,-0.953
-0.304,-0.953,0.306,RIGHT,-0.952
-0.294,-0.956,-0.492,RIGHT,-0.959
-0.21,-0.978,-1.236,RIGHT,-0.983
-0.056,-0.998,-1.856,RIGHT,-1.0
0.153,-0.988,-2.291,RIGHT,-0.98
0.385,-0.923,-2.504,RIGHT,-0.902
0.562,-0.827,-2.511,RIGHT,-0.798
0.745,-0.667,-2.342,RIGHT,-0.632
0.872,-0.489,-2.023,RIGHT,-0.454
0.947,-0.322,-1.609,RIGHT,-0.293
0.982,-0.189,-1.148,RIGHT,-0.168
0.995,-0.099,-0.669,RIGHT,-0.087
0.998,-0.056,-0.188,RIGHT,-0.054
0.998,-0.062,0.29,RIGHT,-0.069
0.993,-0.114,0.761,RIGHT,-0.13
0.977,-0.212,1.219,RIGHT,-0.237
0.937,-0.35,1.645,RIGHT,-0.381
0.858,-0.514,2.009,RIGHT,-0.549
0.728,-0.685,2.269,RIGHT,-0.718
0.549,-0.836,2.375,RIGHT,-0.861
0.34,-0.941,2.289,RIGHT,-0.955
0.13,-0.991,1.996,RIGHT,-0.996
-0.047,-0.999,1.516,RIGHT,-0.997
-0.167,-0.986,0.894,RIGHT,-0.983
-0.184,-0.983,0.758,NONE,-0.98
-0.247,-0.969,0.539,NONE,-0.966
-0.287,-0.958,0.271,NONE,-0.957
-0.298,-0.955,-0.019,NONE,-0.955
-0.283,-0.959,-0.304,NONE,-0.961
-0.241,-0.97,-0.558,NONE,-0.973
-0.204,-0.979,-0.686,RIGHT,-0.982
-0.103,-0.995,-1.332,RIGHT,-0.997
0.056,-0.998,-1.844,RIGHT,-0.996
0.256,-0.967,-2.173,RIGHT,-0.955
0.465,-0.885,-2.297,RIGHT,-0.863
0.653,-0.757,-2.223,RIGHT,-0.728
0.797,-0.604,-1.987,RIGHT,-0.572
0.893,-0.449,-1.637,RIGHT,-0.42
0.948,-0.318,-1.217,RIGHT,-0.295
0.975,-0.221,-0.763,RIGHT,-0.208
0.986,-0.169,-0.296,RIGHT,-0.165
0.987,-0.163,0.171,RIGHT,-0.168
0.979,-0.203,0.631,RIGHT,-0.216
0.958,-0.286,1.074,RIGHT,-0.307
0.914,-0.406,1.481,RIGHT,-0.434
0.834,-0.552,1.824,RIGHT,-0.582
0.711,-0.703,2.065,RIGHT,-0.732
0.547,-0.837,2.163,RIGHT,-0.86
0.51,-0.86,2.163,RIGHT,-0.881
0.318,-0.948,2.048,RIGHT,-0.96
0.131,-0.991,1.747,RIGHT,-0.995
-0.021,-1.0,1.282,RIGHT,-0.999
-0.12,-0.993,0.698,RIGHT,-0.991
-0.158,-0.987,0.053,RIGHT,-0.988
-0.131,-0.991,-0.591,RIGHT,-0.993
-0.043,-0.999,-1.171,RIGHT,-1.0
0.099,-0.995,-1.633,RIGHT,-0.991
0.275,-0.961,-1.934,RIGHT,-0.95
0.461,-0.887,-2.052,RIGHT,-0.867
0.632,-0.775,-1.994,RIGHT,-0.75
0.767,-0.642,-1.787,RIGHT,-0.615
0.861,-0.508,-1.469,RIGHT,-0.484
0.91,-0.415,-1.163,RIGHT,-0.395
0.919,-0.394,-1.082,RIGHT,-0.375
0.95,-0.313,-0.656,RIGHT,-0.302
0.962,-0.272,-0.213,RIGHT,-0.268
0.962,-0.273,0.231,RIGHT,-0.278
0.956,-0.293,0.493,LEFT,-0.305
0.914,-0.406,1.902,LEFT,-0.443
0.781,-0.625,3.217,LEFT,-0.676
0.494,-0.87,4.318,LEFT,-0.91
0.045,-0.999,5.045,LEFT,-0.998
-0.458,-0.889,5.288,LEFT,-0.836
-0.84,-0.542,5.083,LEFT,-0.455
-0.996,-0.087,4.616,LEFT,0.004
-0.94,0.342,4.109,LEFT,0.417
-0.739,0.674,3.738,LEFT,0.727
-0.449,0.893,3.613,LEFT,0.923
-0.098,0.995,3.804,LEFT,1.0
0.302,0.953,4.36,LEFT,0.923
0.708,0.706,5.31,LEFT,0.625
0.982,0.19,6.6,LEFT,0.056
0.858,-0.513,7.972,LEFT,-0.645
0.18,-0.984,8.935,LEFT,-1.0
-0.665,-0.747,9.089,LEFT,-0.615
-0.999,0.046,8.625,LEFT,0.215
-0.634,0.773,8.192,LEFT,0.866
0.133,0.991,8.349,LEFT,0.955
0.846,0.534,9.268,LEFT,0.366
0.909,-0.417,10.606,LEFT,-0.601
0.027,-1.0,11.513,LEFT,-0.979
-0.903,-0.429,11.412,LEFT,-0.215
-0.784,0.621,10.877,LEFT,0.775
0.181,0.983,10.94,LEFT,0.92
0.969,0.248,11.954,LEFT,0.009
0.532,-0.847,13.182,LEFT,-0.957
-0.704,-0.71,13.451,NONE,-0.499
