@relation pole_swing_up

@attribute sin_theta numeric
@attribute cos_theta numeric
@attribute theta_d numeric
@attribute force {NONE,RIGHT,LEFT}
@attribute class numeric

@data
0.312,-0.95,2.364,NONE,2.416
0.072,-0.997,2.529,NONE,2.533
-0.179,-0.984,2.451,NONE,2.406
-0.4,-0.916,2.14,NONE,2.054
-0.566,-0.824,1.643,NONE,1.527
-0.615,-0.788,1.405,RIGHT,1.18
-0.678,-0.735,0.255,RIGHT,0.022
-0.655,-0.756,-0.902,RIGHT,-1.126
-0.538,-0.843,-1.98,RIGHT,-2.178
-0.318,-0.948,-2.883,RIGHT,-3.034
-0.001,-1.0,-3.514,RIGHT,-3.6
0.359,-0.933,-3.801,RIGHT,-3.816
0.562,-0.827,-3.806,LEFT,-3.583
0.795,-0.607,-2.596,LEFT,-2.333
0.896,-0.443,-1.24,LEFT,-0.961
0.919,-0.394,0.16,LEFT,0.439
0.882,-0.472,1.539,LEFT,1.807
0.758,-0.652,2.83,LEFT,3.068
0.497,-0.868,3.924,LEFT,4.106
0.086,-0.996,4.677,LEFT,4.775
-0.296,-0.955,4.957,NONE,4.88
-0.697,-0.717,4.41,NONE,4.259
-0.922,-0.388,3.562,NONE,3.372
-0.996,-0.091,2.582,NONE,2.382
-0.993,0.118,1.583,NONE,1.386
-0.974,0.225,0.609,NONE,0.417
-0.971,0.238,-0.344,NONE,-0.534
-0.988,0.157,-1.295,NONE,-1.486
-1.0,-0.019,-2.253,NONE,-2.444
-0.958,-0.288,-3.192,NONE,-3.371
-0.794,-0.609,-4.026,NONE,-4.169
-0.463,-0.886,-4.612,NONE,-4.685
-0.008,-1.0,-4.801,NONE,-4.784
0.447,-0.894,-4.533,NONE,-4.428
0.775,-0.632,-3.878,NONE,-3.714
0.943,-0.334,-2.99,NONE,-2.798
0.996,-0.089,-2.009,NONE,-1.809
0.998,0.062,-1.014,NONE,-0.817
0.994,0.114,-0.034,NONE,0.161
0.994,0.113,0.161,RIGHT,0.255
0.997,0.073,0.632,RIGHT,0.726
1.0,-0.014,1.103,RIGHT,1.196
0.989,-0.147,1.566,RIGHT,1.656
0.959,-0.283,1.917,NONE,2.1
0.866,-0.5,2.795,NONE,2.956
0.667,-0.745,3.524,NONE,3.643
0.344,-0.939,3.991,NONE,4.043
-0.056,-0.998,4.095,NONE,4.067
-0.439,-0.898,3.807,NONE,3.707
-0.722,-0.692,3.193,NONE,3.041
-0.885,-0.466,2.369,NONE,2.189
-0.957,-0.29,1.441,NONE,1.25
-0.98,-0.197,0.48,NONE,0.287
-0.98,-0.197,-0.483,NONE,-0.673
-0.957,-0.289,-1.425,NONE,-1.609
-0.886,-0.463,-2.315,NONE,-2.482
-0.73,-0.684,-3.088,NONE,-3.221
-0.461,-0.888,-3.647,NONE,-3.724
-0.099,-0.995,-3.889,NONE,-3.893
0.283,-0.959,-3.758,NONE,-3.688
0.42,-0.907,-3.605,NONE,-3.51
0.694,-0.72,-3.017,NONE,-2.871
0.858,-0.514,-2.222,NONE,-2.048
0.935,-0.355,-1.321,NONE,-1.134
0.962,-0.275,-0.38,NONE,-0.191
0.959,-0.283,0.563,NONE,0.749
0.925,-0.379,1.479,NONE,1.656
0.836,-0.548,2.329,NONE,2.485
0.66,-0.751,3.043,NONE,3.161
0.38,-0.925,3.527,NONE,3.588
0.026,-1.0,3.692,NONE,3.683
-0.331,-0.944,3.503,NONE,3.425
-0.617,-0.787,2.998,NONE,2.867
-0.801,-0.598,2.269,NONE,2.105
-0.898,-0.441,1.412,NONE,1.232
-0.932,-0.364,0.685,RIGHT,0.401
-0.93,-0.366,-0.732,RIGHT,-1.012
-0.869,-0.494,-2.105,RIGHT,-2.369
-0.702,-0.712,-3.359,NONE,-3.485
-0.403,-0.915,-3.873,NONE,-3.938
-0.016,-1.0,-4.043,NONE,-4.03
0.371,-0.928,-3.824,NONE,-3.737
0.673,-0.74,-3.267,NONE,-3.124
0.856,-0.518,-2.48,NONE,-2.305
0.942,-0.335,-1.573,NONE,-1.384
0.952,-0.306,-1.384,NONE,-1.194
0.976,-0.218,-0.428,NONE,-0.235
0.975,-0.223,0.529,NONE,0.719
0.948,-0.32,1.464,NONE,1.646
0.87,-0.494,2.341,NONE,2.504
0.704,-0.71,3.093,NONE,3.22
0.552,-0.834,3.445,NONE,3.54
0.361,-0.932,3.693,RIGHT,3.65
0.016,-1.0,3.342,RIGHT,3.232
-0.284,-0.959,2.673,RIGHT,2.508
-0.49,-0.872,1.764,RIGHT,1.562
-0.581,-0.814,0.929,LEFT,0.912
-0.65,-0.76,0.817,LEFT,0.786
-0.704,-0.71,0.645,LEFT,0.604
-0.741,-0.671,0.43,LEFT,0.383
-0.761,-0.648,0.189,LEFT,0.139
-0.766,-0.643,-0.062,LEFT,-0.111
-0.754,-0.657,-0.306,LEFT,-0.352
-0.725,-0.688,-0.528,LEFT,-0.568
-0.681,-0.732,-0.712,LEFT,-0.743
-0.622,-0.783,-0.844,LEFT,-0.863
-0.55,-0.835,-0.91,LEFT,-0.915
-0.472,-0.882,-0.903,LEFT,-0.892
-0.394,-0.919,-0.818,LEFT,-0.792
-0.325,-0.946,-0.661,LEFT,-0.623
-0.312,-0.95,-0.623,NONE,-0.681
-0.239,-0.971,-0.887,NONE,-0.931
-0.142,-0.99,-1.066,NONE,-1.09
-0.032,-1.0,-1.141,NONE,-1.143
0.082,-0.997,-1.105,NONE,-1.085
0.185,-0.983,-0.963,NONE,-0.923
0.267,-0.964,-0.731,NONE,-0.676
0.324,-0.946,-0.433,NONE,-0.368
0.349,-0.937,-0.098,NONE,-0.029
0.342,-0.94,0.243,NONE,0.309
0.304,-0.953,0.558,NONE,0.615
0.237,-0.971,0.818,NONE,0.861
0.147,-0.989,0.999,NONE,1.023
0.043,-0.999,1.082,NONE,1.086
-0.065,-0.998,1.06,NONE,1.043
-0.165,-0.986,0.936,NONE,0.9
-0.2,-0.98,0.861,LEFT,0.918
-0.296,-0.955,1.109,LEFT,1.147
-0.407,-0.913,1.253,LEFT,1.268
-0.521,-0.854,1.285,LEFT,1.278
-0.624,-0.782,1.21,LEFT,1.184
-0.708,-0.706,1.044,LEFT,1.002
-0.77,-0.637,0.809,LEFT,0.755
-0.811,-0.584,0.525,LEFT,0.464
-0.833,-0.553,0.214,LEFT,0.15
-0.836,-0.549,-0.106,LEFT,-0.169
-0.821,-0.571,-0.416,LEFT,-0.476
-0.788,-0.616,-0.701,LEFT,-0.753
-0.758,-0.652,-0.851,NONE,-0.996
-0.674,-0.739,-1.545,NONE,-1.672
-0.527,-0.85,-2.121,NONE,-2.217
-0.316,-0.949,-2.516,NONE,-2.568
-0.06,-0.998,-2.676,NONE,-2.678
0.203,-0.979,-2.578,NONE,-2.528
0.391,-0.92,-2.324,LEFT,-2.138
0.553,-0.833,-1.334,LEFT,-1.121
0.618,-0.787,-0.245,LEFT,-0.023
0.593,-0.805,0.852,LEFT,1.065
0.477,-0.879,1.871,LEFT,2.057
0.263,-0.965,2.718,LEFT,2.859
-0.038,-0.999,3.304,LEFT,3.384
-0.374,-0.927,3.568,LEFT,3.581
-0.675,-0.738,3.513,LEFT,3.468
-0.881,-0.473,3.208,LEFT,3.126
-0.981,-0.193,2.757,LEFT,2.659
-0.998,0.057,2.257,LEFT,2.157
-0.967,0.255,1.771,LEFT,1.679
-0.916,0.401,1.332,LEFT,1.251
-0.864,0.503,0.949,LEFT,0.879
-0.823,0.568,0.615,LEFT,0.554
-0.796,0.606,0.319,LEFT,0.263
-0.785,0.62,0.044,LEFT,-0.01
-0.785,0.62,-0.063,NONE,-0.217
-0.812,0.584,-0.838,NONE,-0.996
-0.878,0.479,-1.651,NONE,-1.821
-0.958,0.287,-2.53,NONE,-2.714
-1.0,-0.008,-3.465,LEFT,-3.554
-0.93,-0.367,-3.886,LEFT,-3.957
-0.71,-0.704,-4.161,LEFT,-4.186
-0.363,-0.932,-4.153,LEFT,-4.108
0.029,-1.0,-3.777,LEFT,-3.656
0.363,-0.932,-3.043,LEFT,-2.86
0.587,-0.809,-2.041,LEFT,-1.819
0.699,-0.715,-0.888,LEFT,-0.648
0.72,-0.694,0.318,LEFT,0.557
0.654,-0.757,1.489,LEFT,1.712
0.488,-0.873,2.537,LEFT,2.723
0.211,-0.977,3.359,LEFT,3.487
-0.15,-0.989,3.857,LEFT,3.912
-0.52,-0.854,3.986,LEFT,3.969
-0.806,-0.592,3.787,LEFT,3.718
-0.963,-0.271,3.374,LEFT,3.277
-0.999,0.039,2.873,LEFT,2.772
-0.955,0.296,2.384,LEFT,2.294
-0.869,0.495,1.967,LEFT,1.894
-0.766,0.643,1.647,LEFT,1.595
-0.681,0.732,1.467,NONE,1.332
-0.593,0.805,0.834,NONE,0.717
-0.548,0.836,0.273,NONE,0.165
-0.548,0.836,-0.26,NONE,-0.368
-0.592,0.806,-0.81,NONE,-0.925
-0.677,0.736,-1.417,NONE,-1.549
-0.795,0.607,-2.119,NONE,-2.273
-0.921,0.389,-2.935,NONE,-3.112
-0.998,0.061,-3.849,NONE,-4.037
-0.932,-0.362,-4.768,NONE,-4.937
-0.632,-0.775,-5.504,NONE,-5.608
-0.113,-0.994,-5.825,NONE,-5.824
0.446,-0.895,-5.598,NONE,-5.49
0.836,-0.549,-4.898,NONE,-4.719
0.991,-0.137,-3.941,NONE,-3.738
0.979,0.204,-2.932,NONE,-2.736
0.9,0.436,-1.985,NONE,-1.806
0.822,0.569,-1.127,NONE,-0.965
0.778,0.628,-0.339,NONE,-0.187
0.781,0.625,0.42,NONE,0.573
0.829,0.56,1.198,NONE,1.359
0.908,0.419,2.031,NONE,2.206
0.983,0.185,2.935,NONE,3.123
0.988,-0.155,3.876,RIGHT,3.96
0.846,-0.533,4.248,RIGHT,4.3
0.543,-0.84,4.396,RIGHT,4.386
0.14,-0.99,4.191,RIGHT,4.103
-0.249,-0.969,3.594,RIGHT,3.431
-0.537,-0.844,2.667,RIGHT,2.452
-0.702,-0.713,1.529,RIGHT,1.287
-0.764,-0.645,0.295,RIGHT,0.044
-0.742,-0.67,-0.947,RIGHT,-1.189
-0.631,-0.776,-2.112,RIGHT,-2.328
-0.407,-0.913,-3.105,RIGHT,-3.273
-0.072,-0.997,-3.812,RIGHT,-3.911
0.325,-0.946,-4.149,RIGHT,-4.17
0.678,-0.735,-4.109,RIGHT,-4.062
0.91,-0.415,-3.779,RIGHT,-3.69
0.997,-0.074,-3.298,RIGHT,-3.196
0.993,0.115,-2.992,RIGHT,-2.893
0.925,0.38,-2.52,RIGHT,-2.436
0.813,0.582,-2.143,RIGHT,-2.082
0.68,0.733,-1.89,RIGHT,-1.856
0.536,0.844,-1.775,RIGHT,-1.769
0.379,0.925,-1.807,RIGHT,-1.832
0.199,0.98,-2.003,RIGHT,-2.064
-0.018,1.0,-2.389,RIGHT,-2.493
-0.282,0.959,-3.006,RIGHT,-3.161
-0.588,0.809,-3.896,RIGHT,-4.109
-0.88,0.476,-5.076,RIGHT,-5.342
-0.997,-0.08,-6.462,RIGHT,-6.742
-0.701,-0.713,-7.764,RIGHT,-7.854
0.044,-0.999,-7.854,RIGHT,-7.854
0.784,-0.62,-7.854,RIGHT,-7.854
0.987,0.158,-7.854,RIGHT,-7.854
0.593,0.805,-7.613,RIGHT,-7.594
-0.13,0.992,-7.796,RIGHT,-7.854
-0.701,0.713,-7.854,LEFT,-7.854
-0.998,-0.066,-7.854,LEFT,-7.854
-0.575,-0.818,-7.854,LEFT,-7.854
-0.076,-0.997,-7.854,LEFT,-7.854
0.696,-0.718,-7.854,LEFT,-7.67
0.997,-0.078,-6.488,LEFT,-6.179
0.88,0.475,-4.987,LEFT,-4.71
0.6,0.8,-3.714,LEFT,-3.495
0.318,0.948,-2.735,LEFT,-2.573
0.088,0.996,-2.018,LEFT,-1.9
-0.087,0.996,-1.504,LEFT,-1.421
-0.216,0.976,-1.142,LEFT,-1.085
-0.314,0.95,-0.894,LEFT,-0.856
0.0,-1.0,0.0,LEFT,0.1
-0.025,-1.0,0.489,LEFT,0.582
-0.096,-0.995,0.927,LEFT,1.004
-0.205,-0.979,1.271,LEFT,1.325
-0.34,-0.941,1.491,LEFT,1.519
-0.48,-0.877,1.574,LEFT,1.574
-0.61,-0.792,1.523,LEFT,1.498
-0.718,-0.696,1.355,LEFT,1.31
-0.798,-0.602,1.097,LEFT,1.038
-0.851,-0.525,0.778,LEFT,0.709
-0.881,-0.473,0.421,LEFT,0.347
-0.892,-0.451,0.048,LEFT,-0.027
-0.886,-0.464,-0.323,LEFT,-0.396
-0.862,-0.507,-0.676,LEFT,-0.743
-0.854,-0.52,-0.743,LEFT,-0.808
-0.804,-0.595,-1.048,LEFT,-1.102
-0.729,-0.685,-1.29,LEFT,-1.328
-0.628,-0.778,-1.443,LEFT,-1.461
-0.507,-0.862,-1.486,LEFT,-1.479
-0.377,-0.926,-1.404,LEFT,-1.373
-0.252,-0.968,-1.198,LEFT,-1.143
-0.15,-0.989,-0.882,LEFT,-0.808
-0.082,-0.997,-0.485,LEFT,-0.399
-0.055,-0.999,-0.045,LEFT,0.044
-0.073,-0.997,0.394,LEFT,0.478
-0.131,-0.991,0.792,LEFT,0.863
-0.226,-0.974,1.109,LEFT,1.161
-0.343,-0.939,1.319,LEFT,1.347
-0.469,-0.883,1.408,LEFT,1.411
-0.587,-0.809,1.375,LEFT,1.355
-0.689,-0.725,1.235,LEFT,1.196
-0.765,-0.644,1.01,LEFT,0.956
-0.819,-0.574,0.723,LEFT,0.66
-0.845,-0.535,0.465,LEFT,0.398
-0.861,-0.509,0.125,NONE,-0.044
-0.845,-0.535,-0.712,NONE,-0.875
-0.781,-0.625,-1.502,NONE,-1.65
-0.652,-0.759,-2.191,NONE,-2.311
-0.446,-0.895,-2.711,NONE,-2.788
-0.175,-0.985,-2.991,NONE,-3.013
0.125,-0.992,-2.985,NONE,-2.949
0.4,-0.916,-2.695,NONE,-2.606
0.61,-0.792,-2.169,NONE,-2.042
0.745,-0.667,-1.48,NONE,-1.33
0.813,-0.582,-0.701,NONE,-0.54
0.83,-0.557,0.111,NONE,0.273
0.8,-0.6,0.909,NONE,1.062
0.717,-0.697,1.644,NONE,1.779
0.693,-0.721,1.779,RIGHT,1.809
0.549,-0.836,1.872,RIGHT,1.872
0.386,-0.922,1.812,RIGHT,1.781
0.223,-0.975,1.592,RIGHT,1.53
0.082,-0.997,1.225,RIGHT,1.137
-0.017,-1.0,0.744,RIGHT,0.638
-0.064,-0.998,0.195,RIGHT,0.082
-0.056,-0.998,-0.367,RIGHT,-0.476
0.009,-1.0,-0.888,RIGHT,-0.983
0.119,-0.993,-1.318,RIGHT,-1.389
0.264,-0.964,-1.617,RIGHT,-1.659
0.424,-0.906,-1.763,RIGHT,-1.774
0.577,-0.817,-1.754,RIGHT,-1.735
0.706,-0.708,-1.606,RIGHT,-1.562
0.803,-0.596,-1.349,RIGHT,-1.287
0.868,-0.496,-1.016,RIGHT,-0.943
0.886,-0.464,-0.868,NONE,-0.692
0.905,-0.425,0.017,NONE,0.194
0.885,-0.466,0.893,NONE,1.063
0.816,-0.578,1.718,NONE,1.872
0.678,-0.735,2.436,NONE,2.56
0.456,-0.89,2.971,NONE,3.05
0.16,-0.987,3.246,NONE,3.265
-0.165,-0.986,3.211,NONE,3.166
-0.454,-0.891,2.872,NONE,2.772
-0.668,-0.744,2.289,NONE,2.15
-0.798,-0.602,1.545,NONE,1.384
-0.861,-0.508,0.716,NONE,0.545
-0.876,-0.483,-0.142,NONE,-0.313
-0.847,-0.532,-0.984,NONE,-1.146
-0.765,-0.644,-1.765,RIGHT,-2.009
-0.594,-0.804,-2.917,RIGHT,-3.123
-0.292,-0.956,-3.828,RIGHT,-3.971
0.117,-0.993,-4.378,RIGHT,-4.438
0.536,-0.844,-4.509,RIGHT,-4.488
0.845,-0.535,-4.276,RIGHT,-4.198
0.988,-0.157,-3.823,RIGHT,-3.721
0.98,0.197,-3.313,RIGHT,-3.216
0.874,0.485,-2.868,RIGHT,-2.794
0.713,0.701,-2.56,RIGHT,-2.519
0.519,0.855,-2.429,RIGHT,-2.427
0.296,0.955,-2.503,RIGHT,-2.544
0.037,0.999,-2.809,RIGHT,-2.902
-0.267,0.964,-3.387,RIGHT,-3.539
-0.605,0.796,-4.275,RIGHT,-4.492
-0.907,0.421,-5.477,RIGHT,-5.747
-0.984,-0.18,-6.87,RIGHT,-7.146
-0.594,-0.804,-7.854,RIGHT,-7.854
0.211,-0.977,-7.854,RIGHT,-7.854
0.883,-0.469,-7.854,RIGHT,-7.854
0.942,0.336,-7.854,RIGHT,-7.854
0.428,0.904,-7.754,RIGHT,-7.768
-0.338,0.941,-7.854,RIGHT,-7.854
-0.935,0.356,-7.854,RIGHT,-7.854
-0.812,-0.584,-7.854,RIGHT,-7.854
0.152,-0.988,-7.854,RIGHT,-7.854
0.957,-0.29,-7.854,RIGHT,-7.854
0.708,0.707,-7.854,RIGHT,-7.854
-0.266,0.964,-7.854,RIGHT,-7.854
-0.983,0.182,-7.854,RIGHT,-7.854
-0.49,-0.872,-7.854,RIGHT,-7.854
0.724,-0.69,-7.854,RIGHT,-7.854
0.86,0.511,-7.854,RIGHT,-7.854
0.506,0.862,-7.854,LEFT,-7.854
-0.635,0.773,-7.854,LEFT,-7.854
-0.946,-0.324,-7.854,LEFT,-7.854
0.0,-1.0,0.0,LEFT,0.1
-0.025,-1.0,0.489,LEFT,0.582
-0.096,-0.995,0.927,LEFT,1.004
-0.205,-0.979,1.271,LEFT,1.325
-0.34,-0.941,1.491,LEFT,1.519
-0.48,-0.877,1.574,LEFT,1.574
-0.61,-0.792,1.523,LEFT,1.498
-0.718,-0.696,1.355,LEFT,1.31
-0.798,-0.602,1.097,LEFT,1.038
-0.851,-0.525,0.778,LEFT,0.709
-0.881,-0.473,0.421,LEFT,0.347
-0.892,-0.451,0.048,LEFT,-0.027
-0.886,-0.464,-0.323,LEFT,-0.396
-0.862,-0.507,-0.676,LEFT,-0.743
-0.816,-0.578,-0.992,LEFT,-1.048
-0.746,-0.666,-1.248,LEFT,-1.29
-0.65,-0.76,-1.42,LEFT,-1.443
-0.533,-0.846,-1.487,LEFT,-1.486
-0.403,-0.915,-1.431,LEFT,-1.404
-0.276,-0.961,-1.249,LEFT,-1.198
-0.168,-0.986,-0.953,LEFT,-0.882
-0.091,-0.996,-0.569,LEFT,-0.485
-0.057,-0.998,-0.135,LEFT,-0.045
-0.066,-0.998,0.308,LEFT,0.394
-0.116,-0.993,0.717,LEFT,0.792
-0.205,-0.979,1.054,LEFT,1.109
-0.319,-0.948,1.287,LEFT,1.319
-0.444,-0.896,1.4,LEFT,1.408
-0.493,-0.87,1.411,NONE,1.309
-0.59,-0.808,0.864,NONE,0.746
-0.629,-0.777,0.38,RIGHT,0.155
-0.615,-0.788,-0.735,RIGHT,-0.953
-0.51,-0.86,-1.782,RIGHT,-1.975
-0.307,-0.952,-2.668,RIGHT,-2.817
-0.011,-1.0,-3.299,RIGHT,-3.388
0.331,-0.944,-3.608,RIGHT,-3.629
0.644,-0.765,-3.589,RIGHT,-3.55
0.866,-0.501,-3.305,RIGHT,-3.226
0.977,-0.214,-2.863,RIGHT,-2.764
0.999,0.047,-2.362,RIGHT,-2.262
0.967,0.255,-1.875,RIGHT,-1.783
0.923,0.384,-1.52,LEFT,-1.237
0.889,0.458,-0.128,LEFT,0.146
0.913,0.408,1.245,LEFT,1.522
0.975,0.224,2.65,LEFT,2.937
0.994,-0.111,4.089,LEFT,4.375
0.831,-0.557,5.457,LEFT,5.702
0.37,-0.929,6.51,LEFT,6.657
-0.297,-0.955,6.982,LEFT,6.997
-0.84,-0.543,6.831,LEFT,6.746
-0.996,0.086,6.33,LEFT,6.224
-0.769,0.639,5.878,LEFT,5.823
-0.294,0.956,5.785,LEFT,5.827
0.294,0.956,6.222,LEFT,6.379
0.823,0.569,7.217,LEFT,7.471
0.983,-0.182,8.57,LEFT,8.841
0.451,-0.893,9.74,LEFT,9.891
-0.508,-0.861,10.113,LEFT,10.077
-0.999,-0.043,9.705,LEFT,9.591
-0.62,0.784,9.254,LEFT,9.229
0.257,0.966,9.468,LEFT,9.617
0.95,0.312,10.508,LEFT,10.778
0.697,-0.717,11.801,LEFT,11.996
-0.431,-0.902,12.333,LEFT,12.303
-0.996,0.091,11.909,LEFT,11.794
-0.306,0.952,11.572,LEFT,11.611
0.764,0.646,12.203,LEFT,12.442
0.836,-0.549,13.487,LEFT,13.707
-0.391,-0.92,14.114,LEFT,14.085
-0.975,0.223,13.669,LEFT,13.559
0.003,1.0,13.471,LEFT,13.571
0.983,0.182,14.406,LEFT,14.672
0.249,-0.969,15.51,LEFT,15.598
-0.965,-0.263,15.41,LEFT,15.285
-0.317,0.948,14.976,LEFT,15.012
0.932,0.362,15.695,NONE,15.855
0.328,-0.945,16.334,NONE,16.335
-0.958,-0.285,15.769,NONE,15.544
0.0,-1.0,0.0,LEFT,0.1
-0.025,-1.0,0.489,LEFT,0.582
-0.096,-0.995,0.927,LEFT,1.004
-0.205,-0.979,1.271,LEFT,1.325
-0.34,-0.941,1.491,LEFT,1.519
-0.48,-0.877,1.574,LEFT,1.574
-0.61,-0.792,1.523,LEFT,1.498
-0.718,-0.696,1.355,LEFT,1.31
-0.798,-0.602,1.097,LEFT,1.038
-0.851,-0.525,0.778,LEFT,0.709
-0.881,-0.473,0.421,LEFT,0.347
-0.892,-0.451,0.048,LEFT,-0.027
-0.886,-0.464,-0.323,LEFT,-0.396
-0.862,-0.507,-0.676,LEFT,-0.743
-0.816,-0.578,-0.992,LEFT,-1.048
-0.746,-0.666,-1.248,LEFT,-1.29
-0.65,-0.76,-1.42,LEFT,-1.443
-0.533,-0.846,-1.487,LEFT,-1.486
-0.403,-0.915,-1.431,LEFT,-1.404
-0.276,-0.961,-1.249,LEFT,-1.198
-0.168,-0.986,-0.953,LEFT,-0.882
-0.091,-0.996,-0.569,LEFT,-0.485
-0.057,-0.998,-0.135,LEFT,-0.045
-0.066,-0.998,0.308,LEFT,0.394
-0.116,-0.993,0.717,LEFT,0.792
-0.205,-0.979,1.054,LEFT,1.109
-0.319,-0.948,1.287,LEFT,1.319
-0.444,-0.896,1.4,LEFT,1.408
-0.542,-0.84,1.402,LEFT,1.391
-0.651,-0.759,1.303,LEFT,1.271
-0.738,-0.675,1.109,LEFT,1.06
-0.8,-0.6,0.843,LEFT,0.784
-0.84,-0.543,0.531,LEFT,0.465
-0.859,-0.512,0.193,LEFT,0.125
-0.86,-0.51,-0.15,LEFT,-0.218
-0.843,-0.537,-0.483,LEFT,-0.547
-0.807,-0.59,-0.787,LEFT,-0.843
-0.75,-0.662,-1.043,LEFT,-1.086
-0.67,-0.743,-1.229,LEFT,-1.256
-0.568,-0.823,-1.324,LEFT,-1.33
-0.454,-0.891,-1.313,LEFT,-1.297
-0.339,-0.941,-1.189,LEFT,-1.151
-0.235,-0.972,-0.958,LEFT,-0.9
-0.218,-0.976,-0.9,NONE,-0.94
-0.12,-0.993,-1.058,NONE,-1.077
-0.012,-1.0,-1.112,NONE,-1.109
0.098,-0.995,-1.058,NONE,-1.034
0.195,-0.981,-0.903,NONE,-0.861
0.272,-0.962,-0.663,NONE,-0.608
0.322,-0.947,-0.365,NONE,-0.3
0.341,-0.94,-0.035,NONE,0.031
0.328,-0.945,0.294,NONE,0.357
0.286,-0.958,0.593,NONE,0.646
0.217,-0.976,0.834,NONE,0.873
0.125,-0.992,0.993,NONE,1.014
0.023,-1.0,1.056,NONE,1.057
-0.082,-0.997,1.017,NONE,0.997
-0.177,-0.984,0.879,NONE,0.841
-0.252,-0.968,0.66,NONE,0.608
-0.295,-0.955,0.44,RIGHT,0.28
-0.299,-0.954,-0.358,RIGHT,-0.515
-0.227,-0.974,-1.114,RIGHT,-1.254
-0.084,-0.996,-1.757,RIGHT,-1.867
0.116,-0.993,-2.225,RIGHT,-2.293
0.346,-0.938,-2.476,RIGHT,-2.498
0.568,-0.823,-2.5,RIGHT,-2.48
0.749,-0.663,-2.326,RIGHT,-2.272
0.831,-0.556,-2.147,RIGHT,-2.078
0.924,-0.383,-1.763,RIGHT,-1.678
0.972,-0.237,-1.316,RIGHT,-1.223
0.991,-0.131,-0.842,RIGHT,-0.746
0.998,-0.07,-0.361,RIGHT,-0.264
0.998,-0.058,0.119,RIGHT,0.214
0.996,-0.094,0.593,RIGHT,0.686
0.984,-0.176,1.056,RIGHT,1.146
0.954,-0.3,1.495,RIGHT,1.578
0.89,-0.457,1.885,RIGHT,1.953
0.872,-0.49,1.953,RIGHT,2.018
0.75,-0.661,2.231,RIGHT,2.271
0.578,-0.816,2.363,RIGHT,2.368
0.372,-0.928,2.307,RIGHT,2.271
0.162,-0.987,2.046,RIGHT,1.97
-0.021,-1.0,1.593,RIGHT,1.483
-0.151,-0.989,0.991,RIGHT,0.858
-0.215,-0.977,0.3,RIGHT,0.157
-0.209,-0.978,-0.413,RIGHT,-0.552
-0.135,-0.991,-1.079,RIGHT,-1.201
0.002,-1.0,-1.635,RIGHT,-1.728
0.186,-0.983,-2.028,RIGHT,-2.084
0.39,-0.921,-2.225,RIGHT,-2.24
0.585,-0.811,-2.223,RIGHT,-2.201
0.744,-0.668,-2.047,RIGHT,-1.994
0.857,-0.515,-1.739,RIGHT,-1.666
0.926,-0.377,-1.347,RIGHT,-1.262
0.963,-0.27,-0.908,RIGHT,-0.817
0.979,-0.204,-0.448,RIGHT,-0.355
0.983,-0.183,-0.076,NONE,0.116
0.975,-0.223,0.881,NONE,1.069
0.936,-0.352,1.807,NONE,1.985
0.834,-0.552,2.659,NONE,2.814
0.632,-0.775,3.357,NONE,3.468
0.319,-0.948,3.795,NONE,3.842
-0.063,-0.998,3.884,NONE,3.856
-0.426,-0.905,3.602,NONE,3.505
-0.698,-0.716,3.008,NONE,2.862
-0.86,-0.511,2.211,NONE,2.036
-0.926,-0.378,1.493,LEFT,1.407
-0.966,-0.257,1.05,LEFT,0.958
-0.984,-0.177,0.585,LEFT,0.491
-0.99,-0.143,0.114,LEFT,0.02
-0.988,-0.155,-0.355,LEFT,-0.447
-0.977,-0.213,-0.813,LEFT,-0.902
-0.957,-0.289,-1.164,RIGHT,-1.448
-0.887,-0.462,-2.556,RIGHT,-2.822
-0.697,-0.717,-3.813,RIGHT,-4.036
-0.331,-0.944,-4.788,RIGHT,-4.934
0.171,-0.985,-5.322,RIGHT,-5.367
0.652,-0.759,-5.355,RIGHT,-5.309
0.942,-0.335,-5.002,RIGHT,-4.905
0.991,0.133,-4.489,RIGHT,-4.387
0.848,0.53,-4.033,RIGHT,-3.963
0.583,0.812,-3.785,RIGHT,-3.769
0.243,0.97,-3.837,RIGHT,-3.889
-0.155,0.988,-4.251,RIGHT,-4.381
-0.58,0.814,-5.065,RIGHT,-5.277
-0.925,0.379,-6.261,NONE,-6.434
-0.96,-0.278,-7.154,NONE,-7.323
-0.51,-0.86,-7.838,NONE,-7.854
0.255,-0.967,-7.854,NONE,-7.812
0.851,-0.525,-7.242,NONE,-7.054
0.992,0.122,-6.233,NONE,-6.028
0.767,0.642,-5.292,NONE,-5.139
0.369,0.929,-4.679,NONE,-4.605
-0.076,0.997,-4.488,NONE,-4.503
-0.509,0.861,-4.733,NONE,-4.831
-0.86,0.51,-5.364,NONE,-5.527
-0.999,-0.044,-6.242,NONE,-6.424
-0.757,-0.654,-7.071,NONE,-7.196
-0.127,-0.992,-7.455,NONE,-7.45
0.572,-0.82,-7.15,NONE,-7.013
0.959,-0.282,-6.299,NONE,-6.095
0.958,0.288,-5.274,NONE,-5.08
0.715,0.699,-4.394,NONE,-4.251
0.38,0.925,-3.813,NONE,-3.737
0.023,1.0,-3.578,NONE,-3.573
-0.048,0.999,-3.573,RIGHT,-3.682
