@relation pole_swing_up

@attribute sin_theta numeric
@attribute cos_theta numeric
@attribute theta_d numeric
@attribute force {NONE,RIGHT,LEFT}
@attribute class numeric

@data
1.0,0.03,1.489,RIGHT,1.0
0.99,-0.142,1.949,RIGHT,0.983
0.936,-0.352,2.376,RIGHT,0.918
0.817,-0.577,2.715,RIGHT,0.784
0.624,-0.782,2.899,RIGHT,0.577
0.374,-0.927,2.862,RIGHT,0.321
0.109,-0.994,2.571,RIGHT,0.059
-0.122,-0.992,2.037,RIGHT,-0.161
-0.287,-0.958,1.313,RIGHT,-0.311
-0.372,-0.928,0.474,RIGHT,-0.379
-0.375,-0.927,-0.399,RIGHT,-0.367
-0.298,-0.955,-1.228,RIGHT,-0.273
-0.245,-0.97,-1.529,LEFT,-0.216
-0.11,-0.994,-1.187,LEFT,-0.088
-0.014,-1.0,-0.735,LEFT,0.0
0.034,-0.999,-0.216,LEFT,0.037
0.029,-1.0,0.318,LEFT,0.021
-0.029,-1.0,0.816,LEFT,-0.046
-0.085,-0.996,1.078,NONE,-0.107
-0.186,-0.983,0.934,NONE,-0.204
-0.266,-0.964,0.702,NONE,-0.279
-0.32,-0.947,0.407,NONE,-0.327
-0.343,-0.94,0.078,NONE,-0.343
-0.334,-0.943,-0.256,NONE,-0.329
-0.295,-0.955,-0.562,NONE,-0.284
-0.228,-0.974,-0.814,NONE,-0.212
-0.139,-0.99,-0.986,NONE,-0.119
-0.037,-0.999,-1.062,NONE,-0.015
0.07,-0.998,-1.035,NONE,0.09
0.167,-0.986,-0.908,NONE,0.184
0.246,-0.969,-0.696,NONE,0.259
0.3,-0.954,-0.421,NONE,0.307
0.326,-0.946,-0.109,NONE,0.327
0.324,-0.946,0.146,NONE,0.32
0.295,-0.955,0.449,NONE,0.286
0.239,-0.971,0.707,NONE,0.225
0.16,-0.987,0.896,NONE,0.142
0.066,-0.998,0.998,NONE,0.045
-0.036,-0.999,1.002,NONE,-0.056
-0.056,-0.998,0.991,NONE,-0.075
-0.149,-0.989,0.88,NONE,-0.166
-0.227,-0.974,0.686,NONE,-0.24
-0.282,-0.959,0.43,NONE,-0.289
-0.289,-0.957,0.373,LEFT,-0.297
-0.314,-0.949,0.493,LEFT,-0.324
-0.369,-0.93,0.655,LEFT,-0.381
-0.434,-0.901,0.755,LEFT,-0.447
-0.502,-0.865,0.789,LEFT,-0.516
-0.568,-0.823,0.757,LEFT,-0.58
-0.625,-0.78,0.664,LEFT,-0.635
-0.67,-0.742,0.522,LEFT,-0.678
-0.702,-0.712,0.344,LEFT,-0.707
-0.714,-0.7,0.226,LEFT,-0.717
-0.723,-0.691,0.019,LEFT,-0.723
-0.717,-0.697,-0.187,LEFT,-0.714
-0.697,-0.717,-0.378,LEFT,-0.691
-0.663,-0.749,-0.541,LEFT,-0.655
-0.617,-0.787,-0.663,LEFT,-0.606
-0.559,-0.829,-0.733,LEFT,-0.547
-0.497,-0.868,-0.743,LEFT,-0.484
-0.433,-0.901,-0.691,LEFT,-0.42
-0.374,-0.927,-0.579,LEFT,-0.364
-0.327,-0.945,-0.417,LEFT,-0.32
-0.297,-0.955,-0.218,LEFT,-0.293
-0.287,-0.958,-0.001,LEFT,-0.287
-0.296,-0.955,0.214,LEFT,-0.301
-0.326,-0.945,0.407,LEFT,-0.334
-0.372,-0.928,0.561,LEFT,-0.383
-0.428,-0.904,0.663,LEFT,-0.441
-0.453,-0.892,0.688,RIGHT,-0.463
-0.471,-0.882,-0.274,RIGHT,-0.465
-0.405,-0.914,-1.203,RIGHT,-0.381
-0.252,-0.968,-2.015,RIGHT,-0.211
-0.02,-1.0,-2.63,RIGHT,0.034
0.261,-0.965,-2.986,RIGHT,0.318
0.538,-0.843,-3.062,RIGHT,0.588
0.763,-0.647,-2.889,RIGHT,0.798
0.908,-0.418,-2.536,RIGHT,0.928
0.98,-0.198,-2.083,RIGHT,0.987
1.0,-0.016,-1.591,RIGHT,1.0
0.993,0.119,-1.1,RIGHT,0.99
0.979,0.203,-0.625,RIGHT,0.977
0.97,0.241,-0.166,RIGHT,0.97
0.972,0.236,0.284,RIGHT,0.973
0.983,0.186,0.736,RIGHT,0.985
0.996,0.091,1.196,RIGHT,0.998
1.0,0.011,1.475,LEFT,1.0
0.978,-0.209,2.927,LEFT,0.963
0.841,-0.541,4.296,LEFT,0.79
0.488,-0.873,5.418,LEFT,0.389
-0.07,-0.998,6.077,LEFT,-0.191
-0.633,-0.774,6.16,LEFT,-0.723
-0.96,-0.28,5.793,LEFT,-0.986
-0.964,0.266,5.27,LEFT,-0.931
-0.715,0.699,4.881,LEFT,-0.644
-0.31,0.951,4.821,LEFT,-0.216
0.181,0.983,5.204,LEFT,0.284
0.386,0.923,5.493,NONE,0.485
0.824,0.566,6.042,NONE,0.887
0.999,-0.044,6.902,NONE,0.983
0.713,-0.701,7.709,NONE,0.596
0.003,-1.0,8.002,NONE,-0.157
-0.704,-0.71,7.558,NONE,-0.802
-0.997,-0.078,6.613,NONE,-0.999
-0.862,0.507,5.614,NONE,-0.801
-0.494,0.869,4.886,NONE,-0.408
-0.048,0.999,4.57,NONE,0.043
0.4,0.916,4.699,NONE,0.485
0.719,0.695,5.103,NONE,0.787
0.976,0.219,5.897,NONE,0.995
0.915,-0.402,6.793,NONE,0.852
0.428,-0.904,7.413,NONE,0.289
-0.3,-0.954,7.404,NONE,-0.437
-0.85,-0.526,6.74,NONE,-0.912
-0.997,0.071,5.739,NONE,-0.983
-0.828,0.56,4.774,NONE,-0.772
-0.512,0.859,4.067,NONE,-0.441
-0.15,0.989,3.702,NONE,-0.077
0.214,0.977,3.697,NONE,0.286
0.565,0.825,4.042,NONE,0.63
0.86,0.511,4.704,NONE,0.905
1.0,0.023,5.583,NONE,0.996
0.836,-0.548,6.452,NONE,0.758
0.309,-0.951,6.972,NONE,0.174
-0.373,-0.928,6.869,NONE,-0.496
-0.862,-0.507,6.171,NONE,-0.917
-0.999,0.036,5.175,NONE,-0.991
-0.914,0.406,4.378,NONE,-0.876
-0.688,0.726,3.547,NONE,-0.636
-0.421,0.907,2.971,NONE,-0.368
-0.155,0.988,2.661,NONE,-0.102
0.106,0.994,2.611,NONE,0.158
0.366,0.931,2.815,NONE,0.419
0.626,0.779,3.272,NONE,0.677
0.0,-1.0,0.0,RIGHT,0.001
0.025,-1.0,-0.489,RIGHT,0.035
0.096,-0.995,-0.927,RIGHT,0.115
0.205,-0.979,-1.271,RIGHT,0.231
0.284,-0.959,-1.419,NONE,0.31
0.401,-0.916,-1.067,NONE,0.42
0.478,-0.878,-0.625,NONE,0.488
0.503,-0.865,-0.332,LEFT,0.507
0.489,-0.872,0.659,LEFT,0.475
0.387,-0.922,1.584,LEFT,0.356
0.284,-0.959,2.072,LEFT,0.242
0.047,-0.999,2.715,LEFT,-0.009
-0.244,-0.97,3.091,LEFT,-0.304
-0.533,-0.846,3.176,LEFT,-0.586
-0.766,-0.643,3.002,LEFT,-0.803
-0.915,-0.402,2.643,LEFT,-0.935
-0.985,-0.171,2.182,LEFT,-0.992
-1.0,-0.014,1.786,NONE,-1.0
-0.993,0.115,0.795,NONE,-0.992
-0.989,0.145,-0.178,NONE,-0.99
-0.997,0.08,-1.144,NONE,-0.998
-0.997,-0.083,-2.107,NONE,-0.992
-0.942,-0.335,-3.038,NONE,-0.92
-0.773,-0.634,-3.856,NONE,-0.721
-0.45,-0.893,-4.426,NONE,-0.369
-0.012,-1.0,-4.613,NONE,0.081
0.26,-0.966,-4.511,NONE,0.345
0.639,-0.77,-4.018,NONE,0.697
0.871,-0.492,-3.229,NONE,0.9
0.972,-0.235,-2.29,NONE,0.981
0.998,-0.057,-1.303,NONE,0.999
1.0,0.023,-0.315,NONE,1.0
1.0,0.006,0.663,NONE,1.0
0.994,-0.109,1.63,LEFT,0.99
0.941,-0.337,3.062,LEFT,0.918
0.754,-0.657,4.37,LEFT,0.692
0.355,-0.935,5.382,LEFT,0.251
-0.205,-0.979,5.905,LEFT,-0.319
-0.717,-0.697,5.879,LEFT,-0.794
-0.98,-0.2,5.466,LEFT,-0.996
-0.95,0.313,4.947,LEFT,-0.914
-0.702,0.712,4.577,LEFT,-0.634
-0.32,0.947,4.522,LEFT,-0.233
0.14,0.99,4.883,LEFT,0.237
0.618,0.786,5.704,LEFT,0.705
0.962,0.272,6.936,LEFT,0.991
0.991,0.133,7.214,NONE,1.0
0.807,-0.59,8.066,NONE,0.701
0.107,-0.994,8.461,NONE,-0.062
-0.664,-0.747,8.085,NONE,-0.775
-0.997,-0.08,7.149,NONE,-0.998
-0.834,0.551,6.153,NONE,-0.762
-0.398,0.918,5.478,NONE,-0.296
0.125,0.992,5.289,NONE,0.229
0.617,0.787,5.605,NONE,0.702
0.78,0.626,5.857,RIGHT,0.848
0.997,0.076,6.194,RIGHT,0.999
0.845,-0.535,6.566,RIGHT,0.768
0.338,-0.941,6.601,RIGHT,0.211
-0.289,-0.957,6.058,RIGHT,-0.401
-0.75,-0.661,4.972,RIGHT,-0.811
-0.957,-0.289,3.574,RIGHT,-0.975
-1.0,-0.01,2.078,RIGHT,-1.0
-0.992,0.122,0.588,RIGHT,-0.991
-0.994,0.108,-0.883,RIGHT,-0.996
-0.999,-0.053,-2.345,RIGHT,-0.995
-0.936,-0.352,-3.772,RIGHT,-0.905
-0.694,-0.72,-5.045,RIGHT,-0.617
-0.212,-0.977,-5.952,RIGHT,-0.093
0.393,-0.92,-6.302,RIGHT,0.505
0.856,-0.517,-6.106,RIGHT,0.912
0.999,0.044,-5.61,RIGHT,0.988
0.965,0.262,-5.401,NONE,0.932
0.726,0.687,-4.509,NONE,0.663
0.384,0.923,-3.919,NONE,0.312
0.017,1.0,-3.684,NONE,-0.056
-0.347,0.938,-3.809,NONE,-0.418
-0.686,0.728,-4.279,NONE,-0.747
-0.939,0.344,-5.04,NONE,-0.969
-0.98,-0.197,-5.95,NONE,-0.949
-0.671,-0.741,-6.727,NONE,-0.565
-0.044,-0.999,-7.025,NONE,0.097
0.602,-0.798,-6.667,NONE,0.702
0.956,-0.293,-5.811,NONE,0.983
0.973,0.231,-4.79,NONE,0.947
0.788,0.616,-3.873,NONE,0.738
0.528,0.849,-3.192,NONE,0.473
0.256,0.967,-2.778,NONE,0.203
-0.009,1.0,-2.631,RIGHT,-0.063
-0.296,0.955,-3.247,RIGHT,-0.359
-0.619,0.785,-4.158,RIGHT,-0.684
-0.909,0.416,-5.368,RIGHT,-0.95
-0.984,-0.176,-6.763,RIGHT,-0.951
-0.606,-0.795,-7.854,RIGHT,-0.47
-0.154,-0.988,-7.854,LEFT,0.014
0.612,-0.791,-7.666,LEFT,0.724
0.978,-0.211,-6.277,LEFT,0.996
0.943,0.333,-4.757,LEFT,0.908
0.735,0.678,-3.389,LEFT,0.689
0.519,0.855,-2.25,LEFT,0.482
0.361,0.933,-1.307,LEFT,0.338
0.276,0.961,-0.492,LEFT,0.268
0.266,0.964,0.269,LEFT,0.272
0.328,0.945,1.048,LEFT,0.35
0.464,0.886,1.915,LEFT,0.498
0.662,0.75,2.938,LEFT,0.706
0.88,0.475,4.16,LEFT,0.917
1.0,0.011,5.548,LEFT,0.995
0.817,-0.576,6.909,LEFT,0.729
0.211,-0.977,7.87,LEFT,0.054
-0.559,-0.829,8.111,LEFT,-0.685
-0.983,-0.181,7.732,LEFT,-1.0
-0.845,0.534,7.218,LEFT,-0.76
-0.293,0.956,7.065,LEFT,-0.155
0.415,0.91,7.551,LEFT,0.548
0.944,0.33,8.669,LEFT,0.987
0.826,-0.563,10.013,LEFT,0.696
0.344,-0.939,10.608,RIGHT,0.14
-0.628,-0.778,9.847,RIGHT,-0.766
-1.0,0.023,8.392,RIGHT,-0.982
-0.706,0.708,6.942,RIGHT,-0.603
-0.144,0.99,5.954,RIGHT,-0.026
0.413,0.911,5.536,RIGHT,0.511
0.83,0.557,5.606,RIGHT,0.888
1.0,0.014,5.97,RIGHT,0.994
0.824,-0.567,6.332,RIGHT,0.745
0.745,-0.667,6.373,RIGHT,0.654
0.201,-0.98,6.289,RIGHT,0.078
-0.387,-0.922,5.63,NONE,-0.488
-0.803,-0.597,4.975,NONE,-0.857
-0.983,-0.186,4.037,NONE,-0.994
-0.986,0.165,3.027,NONE,-0.975
-0.913,0.408,2.068,NONE,-0.896
-0.835,0.55,1.197,NONE,-0.823
-0.789,0.615,0.396,NONE,-0.785
-0.788,0.615,-0.373,NONE,-0.794
-0.833,0.554,-1.156,NONE,-0.846
-0.909,0.417,-1.993,NONE,-0.926
-0.983,0.185,-2.898,NONE,-0.992
-0.989,-0.151,-3.839,NONE,-0.974
-0.836,-0.548,-4.707,NONE,-0.78
-0.468,-0.884,-5.313,NONE,-0.371
0.057,-0.998,-5.467,NONE,0.165
0.555,-0.832,-5.104,NONE,0.636
0.874,-0.486,-4.338,NONE,0.912
0.993,-0.121,-3.371,NONE,0.998
0.986,0.165,-2.366,NONE,0.978
0.938,0.346,-1.403,NONE,0.929
0.929,0.371,-1.218,NONE,0.92
0.897,0.441,-0.318,NONE,0.896
0.903,0.43,0.56,NONE,0.908
0.941,0.337,1.452,NONE,0.951
0.961,0.275,1.818,NONE,0.971
0.999,0.05,2.759,NONE,1.0
0.963,-0.27,3.697,NONE,0.94
0.774,-0.633,4.522,NONE,0.713
0.392,-0.92,5.06,NONE,0.297
-0.111,-0.994,5.15,NONE,-0.213
-0.573,-0.819,4.754,NONE,-0.648
-0.868,-0.497,3.988,NONE,-0.904
-0.986,-0.167,3.033,NONE,-0.994
-0.999,0.042,2.231,RIGHT,-0.997
-0.982,0.19,0.745,RIGHT,-0.98
-0.982,0.191,-0.715,RIGHT,-0.985
-0.999,0.048,-2.171,RIGHT,-1.0
-0.971,-0.24,-3.616,RIGHT,-0.95
-0.782,-0.623,-4.95,RIGHT,-0.715
-0.342,-0.94,-5.967,RIGHT,-0.226
0.273,-0.962,-6.443,RIGHT,0.395
0.795,-0.606,-6.336,RIGHT,0.865
0.999,-0.039,-5.865,RIGHT,0.997
0.867,0.498,-5.371,RIGHT,0.809
0.503,0.864,-5.133,RIGHT,0.412
0.009,1.0,-5.323,RIGHT,-0.099
-0.316,0.949,-5.68,NONE,-0.421
-0.79,0.614,-6.175,NONE,-0.86
-1.0,0.004,-7.017,NONE,-0.99
-0.738,-0.675,-7.838,NONE,-0.622
-0.024,-1.0,-7.854,NONE,0.139
0.7,-0.714,-7.72,NONE,0.801
0.998,-0.067,-6.774,NONE,0.998
0.848,0.53,-5.778,NONE,0.782
0.456,0.89,-5.073,NONE,0.364
-0.017,1.0,-4.807,NONE,-0.113
-0.483,0.876,-5.007,NONE,-0.569
-0.859,0.512,-5.624,NONE,-0.911
-0.998,-0.067,-6.5,NONE,-0.98
-0.725,-0.689,-7.313,NONE,-0.616
-0.058,-0.998,-7.643,NONE,0.095
0.639,-0.769,-7.265,NONE,0.743
0.981,-0.192,-6.367,RIGHT,0.998
0.914,0.405,-5.847,RIGHT,0.861
0.797,0.603,-5.687,LEFT,0.726
0.403,0.915,-4.543,LEFT,0.32
0.001,1.0,-3.806,LEFT,-0.074
-0.351,0.936,-3.447,LEFT,-0.415
-0.643,0.765,-3.405,LEFT,-0.694
-0.866,0.499,-3.617,LEFT,-0.901
-0.99,0.142,-3.999,LEFT,-0.998
-0.961,-0.276,-4.427,LEFT,-0.933
-0.739,-0.674,-4.731,LEFT,-0.672
-0.348,-0.937,-4.726,LEFT,-0.259
0.012,-1.0,-4.422,NONE,0.1
0.43,-0.903,-4.156,NONE,0.502
0.739,-0.674,-3.534,NONE,0.784
0.91,-0.414,-2.684,NONE,0.93
0.979,-0.205,-1.73,NONE,0.985
0.997,-0.082,-0.748,NONE,0.998
0.998,-0.056,0.233,NONE,0.998
0.997,-0.073,0.622,RIGHT,0.996
0.987,-0.159,1.087,RIGHT,0.983
0.958,-0.286,1.53,RIGHT,0.949
0.895,-0.447,1.924,RIGHT,0.876
0.782,-0.623,2.229,RIGHT,0.754
0.618,-0.787,2.396,RIGHT,0.579
0.413,-0.911,2.379,RIGHT,0.369
0.196,-0.981,2.154,RIGHT,0.154
0.002,-1.0,1.728,RIGHT,-0.032
-0.142,-0.99,1.14,RIGHT,-0.164
-0.221,-0.975,0.448,RIGHT,-0.228
-0.23,-0.973,-0.279,RIGHT,-0.222
-0.168,-0.986,-0.973,RIGHT,-0.147
-0.041,-0.999,-1.567,RIGHT,-0.008
0.139,-0.99,-2.004,RIGHT,0.18
0.347,-0.938,-2.245,RIGHT,0.389
0.511,-0.859,-2.29,LEFT,0.548
0.653,-0.757,-1.193,LEFT,0.669
0.698,-0.716,-0.018,LEFT,0.696
0.656,-0.755,1.147,LEFT,0.637
0.52,-0.854,2.214,LEFT,0.479
0.276,-0.961,3.086,LEFT,0.214
-0.061,-0.998,3.663,LEFT,-0.135
-0.283,-0.959,3.839,LEFT,-0.356
-0.624,-0.782,3.85,LEFT,-0.682
-0.866,-0.5,3.573,LEFT,-0.899
-0.982,-0.187,3.124,LEFT,-0.992
-0.998,-0.067,2.923,NONE,-1.0
-0.985,0.174,1.923,NONE,-0.978
-0.95,0.313,0.961,NONE,-0.944
-0.944,0.33,0.774,RIGHT,-0.94
-0.942,0.336,-0.647,RIGHT,-0.947
-0.979,0.205,-2.072,RIGHT,-0.987
-0.997,-0.072,-3.518,RIGHT,-0.989
-0.88,-0.475,-4.913,RIGHT,-0.828
-0.5,-0.866,-6.058,RIGHT,-0.39
0.118,-0.993,-6.693,RIGHT,0.251
0.713,-0.701,-6.702,RIGHT,0.8
0.992,-0.126,-6.269,RIGHT,1.0
0.89,0.456,-5.759,RIGHT,0.832
0.512,0.859,-5.499,RIGHT,0.414
-0.018,1.0,-5.694,RIGHT,-0.133
-0.581,0.814,-6.431,RIGHT,-0.682
-0.969,0.247,-7.647,RIGHT,-0.996
-0.835,-0.551,-7.854,RIGHT,-0.721
-0.037,-0.999,-7.854,RIGHT,0.161
0.818,-0.575,-7.854,RIGHT,0.914
0.94,0.34,-7.854,RIGHT,0.861
0.304,0.953,-7.854,RIGHT,0.126
-0.057,0.998,-7.854,NONE,-0.238
-0.835,0.55,-7.854,NONE,-0.925
-0.915,-0.404,-7.854,NONE,-0.81
-0.084,-0.996,-7.854,NONE,0.132
0.831,-0.556,-7.854,NONE,0.927
0.924,0.383,-7.854,NONE,0.838
0.285,0.959,-7.854,NONE,0.118
0.0,-1.0,0.0,RIGHT,0.001
0.025,-1.0,-0.489,RIGHT,0.035
0.096,-0.995,-0.927,RIGHT,0.115
0.205,-0.979,-1.271,RIGHT,0.231
0.34,-0.941,-1.491,RIGHT,0.367
0.48,-0.877,-1.574,RIGHT,0.507
0.61,-0.792,-1.523,RIGHT,0.634
0.718,-0.696,-1.355,RIGHT,0.736
0.798,-0.602,-1.097,RIGHT,0.811
0.822,-0.569,-0.976,LEFT,0.832
0.84,-0.542,0.348,NONE,0.835
0.81,-0.587,0.992,RIGHT,0.798
0.739,-0.674,1.241,RIGHT,0.722
0.643,-0.766,1.407,RIGHT,0.621
0.526,-0.851,1.466,NONE,0.5
0.375,-0.927,1.895,NONE,0.339
0.18,-0.984,2.149,NONE,0.137
-0.039,-0.999,2.197,NONE,-0.082
-0.249,-0.969,2.032,NONE,-0.288
-0.425,-0.905,1.68,NONE,-0.454
-0.55,-0.835,1.183,NONE,-0.569
-0.623,-0.782,0.595,NONE,-0.631
-0.645,-0.764,-0.033,NONE,-0.643
-0.618,-0.787,-0.652,NONE,-0.607
-0.541,-0.841,-1.215,NONE,-0.52
-0.414,-0.91,-1.673,NONE,-0.382
-0.24,-0.971,-1.978,NONE,-0.201
-0.038,-0.999,-2.095,NONE,0.005
0.169,-0.986,-2.009,NONE,0.208
0.351,-0.936,-1.732,NONE,0.382
0.489,-0.872,-1.302,NONE,0.511
0.577,-0.817,-0.765,NONE,0.588
0.614,-0.789,-0.172,NONE,0.617
0.605,-0.796,0.428,NONE,0.597
0.546,-0.838,0.988,NONE,0.529
0.509,-0.86,1.191,RIGHT,0.489
0.406,-0.914,1.128,RIGHT,0.385
0.307,-0.952,0.965,RIGHT,0.289
0.226,-0.974,0.716,RIGHT,0.212
0.17,-0.985,0.401,RIGHT,0.163
0.148,-0.989,0.052,RIGHT,0.147
0.16,-0.987,-0.299,RIGHT,0.166
0.167,-0.986,-0.366,RIGHT,0.174
0.218,-0.976,-0.675,RIGHT,0.232
0.295,-0.955,-0.917,RIGHT,0.313
0.39,-0.921,-1.072,RIGHT,0.41
0.49,-0.872,-1.13,RIGHT,0.509
0.584,-0.812,-1.093,RIGHT,0.601
0.664,-0.747,-0.969,RIGHT,0.679
0.727,-0.686,-0.777,RIGHT,0.738
0.756,-0.654,-0.636,LEFT,0.763
0.757,-0.654,0.612,LEFT,0.747
0.672,-0.741,1.807,LEFT,0.643
0.481,-0.877,2.858,LEFT,0.428
0.173,-0.985,3.655,LEFT,0.099
-0.216,-0.976,4.098,LEFT,-0.295
-0.592,-0.806,4.155,LEFT,-0.656
-0.861,-0.508,3.891,LEFT,-0.898
-0.986,-0.165,3.438,LEFT,-0.995
-0.988,0.152,2.93,LEFT,-0.978
-0.912,0.409,2.467,LEFT,-0.891
-0.796,0.605,2.105,LEFT,-0.771
-0.662,0.749,1.87,LEFT,-0.634
-0.517,0.856,1.773,LEFT,-0.486
-0.356,0.934,1.826,LEFT,-0.321
-0.171,0.985,2.046,LEFT,-0.13
0.052,0.999,2.462,LEFT,0.102
0.102,0.995,2.572,LEFT,0.154
0.154,0.988,2.691,RIGHT,0.206
0.398,0.918,2.44,RIGHT,0.442
0.605,0.796,2.41,RIGHT,0.643
0.781,0.624,2.567,RIGHT,0.813
0.92,0.392,2.878,RIGHT,0.941
0.996,0.095,3.292,RIGHT,1.0
0.967,-0.254,3.729,RIGHT,0.945
0.797,-0.604,4.067,RIGHT,0.745
0.487,-0.873,4.165,RIGHT,0.413
0.101,-0.995,3.914,RIGHT,0.024
-0.259,-0.966,3.295,RIGHT,-0.32
-0.521,-0.854,2.375,RIGHT,-0.559
-0.667,-0.745,1.265,RIGHT,-0.684
-0.716,-0.698,0.074,RIGHT,-0.715
-0.678,-0.735,-1.111,RIGHT,-0.66
-0.547,-0.837,-2.203,RIGHT,-0.508
-0.307,-0.952,-3.104,RIGHT,-0.245
0.033,-0.999,-3.71,RIGHT,0.107
0.406,-0.914,-3.955,RIGHT,0.477
0.545,-0.838,-3.953,LEFT,0.608
0.792,-0.611,-2.75,LEFT,0.823
0.901,-0.434,-1.391,LEFT,0.911
0.929,-0.371,0.017,LEFT,0.927
0.899,-0.437,1.411,LEFT,0.886
0.79,-0.613,2.727,LEFT,0.754
0.548,-0.837,3.862,LEFT,0.48
0.149,-0.989,4.672,LEFT,0.055
-0.333,-0.943,5.034,LEFT,-0.426
-0.746,-0.666,4.943,LEFT,-0.808
-0.968,-0.251,4.537,LEFT,-0.987
-0.985,0.174,4.023,LEFT,-0.968
-0.851,0.526,3.576,LEFT,-0.811
-0.625,0.781,3.313,LEFT,-0.572
-0.339,0.941,3.304,LEFT,-0.276
-0.004,1.0,3.597,LEFT,0.069
0.376,0.927,4.238,LEFT,0.454
0.755,0.655,5.249,LEFT,0.821
0.992,0.125,6.568,LEFT,1.0
0.957,-0.29,7.407,RIGHT,0.904
0.5,-0.866,7.583,RIGHT,0.364
-0.217,-0.976,7.15,RIGHT,-0.353
-0.774,-0.634,6.072,RIGHT,-0.843
-0.989,-0.149,4.629,RIGHT,-0.998
-0.972,0.236,3.118,RIGHT,-0.956
-0.888,0.459,1.682,RIGHT,-0.874
-0.838,0.545,0.331,RIGHT,-0.836
-0.856,0.517,-0.99,RIGHT,-0.867
-0.929,0.369,-2.345,RIGHT,-0.947
-0.997,0.073,-3.764,RIGHT,-1.0
-0.93,-0.366,-5.181,RIGHT,-0.886
-0.576,-0.818,-6.389,RIGHT,-0.466
0.066,-0.998,-7.087,RIGHT,0.206
0.704,-0.71,-7.122,RIGHT,0.797
0.995,-0.097,-6.684,RIGHT,0.999
0.855,0.518,-6.181,RIGHT,0.785
0.515,0.857,-5.985,NONE,0.41
-0.038,0.999,-5.689,NONE,-0.151
-0.577,0.817,-5.939,NONE,-0.67
-0.946,0.324,-6.645,NONE,-0.981
-0.929,-0.37,-7.533,NONE,-0.862
-0.393,-0.92,-7.854,NONE,-0.238
0.402,-0.916,-7.854,NONE,0.542
0.926,-0.377,-7.288,NONE,0.971
0.958,0.287,-6.259,NONE,0.915
0.643,0.765,-5.398,NONE,0.559
0.186,0.983,-4.934,NONE,0.088
-0.298,0.954,-4.942,NONE,-0.392
-0.729,0.684,-5.402,NONE,-0.799
-0.985,0.175,-6.205,NONE,-0.999
-0.882,-0.471,-7.09,NONE,-0.806
-0.333,-0.943,-7.643,NONE,-0.185
0.12,-0.993,-7.661,RIGHT,0.271
0.777,-0.629,-7.621,RIGHT,0.863
0.998,0.059,-7.134,RIGHT,0.98
0.733,0.68,-6.683,RIGHT,0.637
0.16,0.987,-6.662,RIGHT,0.027
-0.506,0.863,-7.265,RIGHT,-0.627
-0.967,0.256,-7.854,RIGHT,-0.996
-0.794,-0.608,-7.854,RIGHT,-0.659
0.106,-0.994,-7.854,RIGHT,0.313
0.917,-0.399,-7.854,RIGHT,0.979
0.824,0.566,-7.854,RIGHT,0.698
-0.008,1.0,-7.854,RIGHT,-0.204
-0.855,0.518,-7.854,RIGHT,-0.947
-0.831,-0.557,-7.854,RIGHT,-0.673
0.26,-0.966,-7.854,RIGHT,0.494
0.956,-0.293,-7.854,NONE,0.999
0.623,0.782,-7.854,NONE,0.431
-0.439,0.898,-7.854,NONE,-0.63
-0.999,-0.04,-7.854,NONE,-0.961
-0.296,-0.955,-7.854,NONE,-0.049
0.809,-0.588,-7.854,NONE,0.926
0.861,0.509,-7.854,NONE,0.729
-0.037,0.999,-7.854,NONE,-0.245
-0.893,0.45,-7.854,NONE,-0.97
0.0,-1.0,0.0,RIGHT,0.001
0.025,-1.0,-0.489,RIGHT,0.035
0.096,-0.995,-0.927,RIGHT,0.115
0.205,-0.979,-1.271,RIGHT,0.231
0.34,-0.941,-1.491,RIGHT,0.367
0.48,-0.877,-1.574,RIGHT,0.507
0.507,-0.862,-1.574,NONE,0.533
0.614,-0.789,-1.007,NONE,0.629
0.667,-0.745,-0.367,NONE,0.672
0.67,-0.742,0.293,NONE,0.665
0.624,-0.782,0.925,NONE,0.608
0.525,-0.851,1.48,NONE,0.498
0.372,-0.928,1.906,NONE,0.336
0.176,-0.984,2.158,NONE,0.133
-0.043,-0.999,2.201,NONE,-0.087
-0.254,-0.967,2.033,NONE,-0.292
-0.429,-0.903,1.676,NONE,-0.458
-0.554,-0.833,1.176,NONE,-0.572
-0.625,-0.78,0.585,NONE,-0.633
-0.646,-0.763,-0.044,NONE,-0.645
-0.618,-0.786,-0.664,NONE,-0.607
-0.541,-0.841,-1.227,NONE,-0.519
-0.412,-0.911,-1.684,NONE,-0.381
-0.237,-0.971,-1.987,NONE,-0.199
-0.034,-0.999,-2.101,NONE,0.008
0.091,-0.996,-2.071,NONE,0.132
0.286,-0.958,-1.864,NONE,0.321
0.443,-0.897,-1.486,NONE,0.468
0.55,-0.835,-0.983,NONE,0.566
0.607,-0.795,-0.405,NONE,0.613
0.616,-0.788,0.2,NONE,0.611
0.576,-0.818,0.782,NONE,0.562
0.487,-0.873,1.297,NONE,0.464
0.351,-0.936,1.696,NONE,0.318
0.174,-0.985,1.937,NONE,0.136
-0.024,-1.0,1.992,NONE,-0.063
-0.215,-0.977,1.855,NONE,-0.251
-0.379,-0.925,1.543,NONE,-0.406
-0.498,-0.867,1.097,NONE,-0.516
-0.568,-0.823,0.562,NONE,-0.577
-0.591,-0.806,-0.013,NONE,-0.59
-0.567,-0.824,-0.581,NONE,-0.556
